"","Publisher","Dagger","Book review link","Author","Primary isbn10","Price","Primary isbn13","Sunday review link","Date","First chapter link","Contributor","Title","AgeGroup","WeeksOnList"
"1841","Putnam",0,NA,"J D Robb","None",5.91,"9.78E+12",NA,2014-03-30,NA,"by J. D. Robb","CONCEALED IN DEATH","Teen",0
"1842","Tawny Weber",0,NA,"Tawny Weber","None",3.2,"9.78E+12",NA,2014-03-23,NA,"by Tawny Weber","LUCKY 7 BAD BOYS CONTEMPORARY ROMANCE BOXED SET","Young Adult",0
"1843","Rachel Van Dyken",0,NA,"Rachel Van Dyken","None",6.81,"9.78E+12",NA,2014-03-23,NA,"by Rachel Van Dyken","TOXIC","Young Adult",0
"1844","Steel Magnolia Press",0,NA,"Diane Capri, J Carson Black and others","None",5.76,"A00B00IER9DK4",NA,2014-03-23,NA,"by Diane Capri, J Carson Black and others","DEADLY DOZEN","Adult",0
"1845","Putnam",0,NA,"Randy Wayne White",NA,12.98,"9.78E+12",NA,2014-03-23,NA,"by Randy Wayne White","BONE DEEP","Young Adult",0
"1846","Raine Miller",0,NA,"Raine Miller","None",1,"A00B00HERLSLC",NA,2014-03-16,NA,"by Raine Miller","RARE AND PRECIOUS THINGS","Childhood",0
"1847","Avon",0,NA,"Laura Kaye","62267914",11.76,"9.78E+12",NA,2014-03-16,NA,"by Laura Kaye","HARD AS YOU CAN","Adult",0
"1848","Harlequin Mira",0,NA,"Susan Mallery","1460327047",1.66,"9.78E+12",NA,2014-03-16,NA,"by Susan Mallery","EVENING STARS","Teen",0
"1849","Signet",0,NA,"Lisa Gardner","None",5,"9.78E+12",NA,2014-03-16,NA,"by Lisa Gardner","TOUCH AND GO","Adult",0
"1850","Helen Cooper",0,NA,"JS Cooper and Helen Cooper","None",15.18,"9.78E+12",NA,2014-03-09,NA,"by J.S. Cooper and Helen Cooper","THE EX GAMES 2","Young Adult",0
"1851","Mariner",0,NA,"Mark Helprin","547543867",14.3,"9.78E+12",NA,2014-03-09,NA,"by Mark Helprin","WINTER S TALE","Adult",0
"1852","Helen Cooper",0,NA,"JS Cooper and Helen Cooper","None",10.74,"9.78E+12",NA,2014-03-09,NA,"by J.S. Cooper and Helen Cooper","THE EX GAMES 3","Adult",0
"1853","Tor/Tom Doherty",0,NA,"Orson Scott Card","142996393X",11.42,"9.78E+12",NA,2014-03-09,NA,"by Orson Scott Card","ENDER S GAME","Young Adult",0
"1854","Little, Brown",0,NA,"James Patterson and Emily Raymond","316207020",2.5,"9.78E+12",NA,2014-03-02,NA,"by James Patterson and Emily Raymond","FIRST LOVE","Childhood",0
"1855","Entangled: Brazen",0,NA,"Tessa Bailey","None",15.08,"9.78E+12",NA,2014-02-23,NA,"by Tessa Bailey","STAKING HIS CLAIM","Teen",0
"1856","Berkley",0,NA,"Jaci Burton",NA,13.65,"9.78E+12",NA,2014-02-23,NA,"by Jaci Burton","MELTING THE ICE","Adult",0
"1857","Putnam",0,NA,"Tom Clancy with Mark Greaney",NA,1.84,"9.78E+12",NA,2014-02-16,NA,"by Tom Clancy with Mark Greaney","COMMAND AUTHORITY","Young Adult",0
"1858","Dutton",0,NA,"Lisa Gardner","None",0.36,"9.78E+12",NA,2014-02-16,NA,"by Lisa Gardner","FEAR NOTHING","Young Adult",0
"1859","Kensington",0,NA,"Joanne Fluke","None",4.43,"9.78E+12",NA,2014-02-09,NA,"by Joanne Fluke","CHOCOLATE CHIP COOKIE MURDER","Adult",0
"1860","St. Martin's Press",0,NA,"Sarah Addison Allen","1250019818",19.8,"9.78E+12",NA,2014-02-09,NA,"by Sarah Addison Allen","LOST LAKE","Teen",0
"1861","Little, Brown",0,"https://www.nytimes.com/2013/12/09/books/mickey-haller-lincoln-lawyer-returns-in-gods-of-guilt.html","Michael Connelly","316069507",8.47,"9.78E+12",NA,2014-02-09,NA,"by Michael Connelly","THE GODS OF GUILT","Young Adult",0
"1862","Putnam",0,NA,"Stuart Woods","None",18.69,"9.78E+12",NA,2014-02-09,NA,"by Stuart Woods","STANDUP GUY","Young Adult",0
"1863","Harper",0,NA,"Mitch Albom","62294377",16.62,"9.78E+12",NA,2014-02-02,NA,"by Mitch Albom","THE FIRST PHONE CALL FROM HEAVEN","Young Adult",0
"1864","Little, Brown",0,NA,"Michael Connelly","None",18.33,"9.78E+12",NA,2014-02-02,NA,"by Michael Connelly","SWITCHBLADE","Adult",0
"1865","Bantam",0,NA,"Janet Evanovich","345542908",5.97,"9.78E+12",NA,2014-02-02,NA,"by Janet Evanovich","TAKEDOWN TWENTY","Young Adult",0
"1866","Laurelin Paige",0,NA,"Laurelin Paige","None",15.4,"9.78E+12",NA,2014-02-02,NA,"by Laurelin Paige","FOREVER WITH YOU","Teen",0
"1867","Bantam",0,NA,"Dean Koontz","345539656",3.02,"9.78E+12",NA,2014-01-26,NA,"by Dean Koontz","INNOCENCE","Adult",0
"1868","Morrow",0,NA,"J Lynn","62294768",6.4,"9.78E+12",NA,2014-01-26,NA,"by J. Lynn","WAIT FOR YOU","Childhood",0
"1869","Forever",0,NA,"Jessica Sorensen","None",15.6,"9.78E+12",NA,2014-01-26,NA,"by Jessica Sorensen","THE DESTINY OF VIOLET   LUKE  CALLIE   KAYDEN ","Teen",0
"1870","Scribner",0,"https://www.nytimes.com/2013/09/16/books/doctor-sleep-is-stephen-kings-sequel-to-the-shining.html","Stephen King","147672766X",15.43,"9.78E+12","https://www.nytimes.com/2013/09/22/books/review/stephen-kings-shining-sequel-doctor-sleep.html",2014-01-19,NA,"by Stephen King","DOCTOR SLEEP","Young Adult",0
"1871","Morrow",0,"https://www.nytimes.com/2013/04/29/books/nos4a2-a-novel-by-joe-hill.html","Joe Hill","62200593",13.58,"9.78E+12",NA,2014-01-19,NA,"by Joe Hill","NOS4A2","Teen",0
"1872","Berkley",0,NA,"Nora Roberts","None",7.83,"9.78E+12",NA,2014-01-19,NA,"by Nora Roberts","DARK WITCH","Adult",0
"1873","Riverhead",0,"https://www.nytimes.com/2013/05/21/books/and-the-mountains-echoed-by-khaled-hosseini.html","Khaled Hosseini","None",2.2,"9.78E+12",NA,2014-01-12,NA,"by Khaled Hosseini","AND THE MOUNTAINS ECHOED","Adult",0
"1874","Dutton",0,NA,"Harlan Coben","None",10.11,"9.78E+12",NA,2014-01-12,NA,"by Harlan Coben","SIX YEARS","Adult",0
"1875","Putnam",0,NA,"Patricia Cornwell","None",19.59,"9.78E+12",NA,2014-01-05,NA,"by Patricia Cornwell","DUST","Adult",0
"1876","Random House",0,NA,"George R R Martin","553582011",14.55,"9.78E+12",NA,2014-01-05,NA,"by George R. R. Martin","A DANCE WITH DRAGONS","Teen",0
"1877","Doubleday",0,"https://www.nytimes.com/2012/10/18/books/the-racketeer-by-john-grisham.html","John Grisham","345530578",18.66,"9.78E+12",NA,2014-01-05,NA,"by John Grisham","THE RACKETEER","Young Adult",0
"1878","Laree Bailey Press",0,NA,"H M Ward","None",10.42,"9.78E+12",NA,2013-12-29,NA,"by H. M. Ward","THE ARRANGEMENT 12","Childhood",0
"1879","Bantam",0,NA,"George R R Martin","345535537",1.65,"9.78E+12",NA,2013-12-22,NA,"by George R. R. Martin","A GAME OF THRONES  FIVE BOOK SET","Young Adult",0
"1880","Avon",0,NA,"Sarah MacLean",NA,13.14,"9.78E+12",NA,2013-12-15,NA,"by Sarah MacLean","NO GOOD DUKE GOES UNPUNISHED","Childhood",0
"1881","Berkley",0,NA,"Kay Hooper","None",19.69,"9.78E+12",NA,2013-12-15,NA,"by Kay Hooper","HOSTAGE","Young Adult",0
"1882","Kelly Elliott",0,NA,"Kelly Elliott","None",15.77,"9.78E+12",NA,2013-12-15,NA,"by Kelly Elliott","BROKEN","Adult",0
"1883","HTJB, Inc.",0,NA,"Marie Force","None",0.84,"9.78E+12",NA,2013-12-08,NA,"by Marie Force","MEANT FOR LOVE","Young Adult",0
"1884","Putnam",0,NA,"Clive Cussler with Jack Du Brul",NA,3.21,"9.78E+12",NA,2013-12-08,NA,"by Clive Cussler with Jack Du Brul","MIRAGE","Teen",0
"1885","Nicole Edwards",0,NA,"Nicole Edwards","None",10.81,"A00B00FYYPKMU",NA,2013-12-08,NA,"by Nicole Edwards","HOLIDAYS WITH THE WALKER BROTHERS","Adult",0
"1886","Oak Press",0,NA,"Bella Andre","None",6.09,"9.78E+12",NA,2013-12-08,NA,"by Bella Andre","IT MUST BE YOUR LOVE","Young Adult",0
"1887","Simon & Schuster",0,NA,"Martin Cruz Smith","1439153183",2.54,"9.78E+12","https://www.nytimes.com/2013/11/17/books/review/tatiana-by-martin-cruz-smith.html",2013-12-01,NA,"by Martin Cruz Smith","TATIANA","Childhood",0
"1888","Random House",0,NA,"Fannie Flagg","1400065941",5.18,"9.78E+12",NA,2013-12-01,NA,"by Fannie Flagg","THE ALL GIRL FILLING STATION S LAST REUNION","Young Adult",0
"1889","Algonquin Books",0,NA,"Caroline Leavitt","None",7.06,"9.78E+12",NA,2013-12-01,NA,"by Caroline Leavitt","IS THIS TOMORROW","Young Adult",0
"1890","Harper",0,NA,"Wally Lamb",NA,3.32,"9.78E+12",NA,2013-12-01,NA,"by Wally Lamb","WE ARE WATER","Young Adult",0
"1891","Forever",0,NA,"Kristen Ashley","None",7.27,"9.78E+12",NA,2013-11-24,NA,"by Kristen Ashley","JAGGED","Childhood",0
"1892","Delacorte",0,NA,"Danielle Steel","345539680",4.06,"9.78E+12",NA,2013-11-24,NA,"by Danielle Steel","WINNERS","Young Adult",0
"1893","Berkley",0,NA,"Jill Shalvis","None",12.53,"9.78E+12",NA,2013-11-24,NA,"by Jill Shalvis","RUMOR HAS IT","Teen",0
"1894","Grand Central",0,NA,"Scott Turow",NA,17.2,"9.78E+12","https://www.nytimes.com/2013/10/20/books/review/scott-turows-identical.html",2013-11-24,NA,"by Scott Turow","IDENTICAL","Teen",0
"1895","Laree Bailey Press",0,NA,"H M Ward","1630350028",2.61,"9.78E+12",NA,2013-11-17,NA,"by H. M. Ward","THE ARRANGEMENT 11","Young Adult",0
"1896","Jove",0,NA,"Nalini Singh","None",14.39,"9.78E+12",NA,2013-11-17,NA,"by Nalini Singh","ARCHANGEL S LEGION","Teen",0
"1897","Putnam",0,NA,"John Sandford",NA,0.06,"9.78E+12",NA,2013-11-17,NA,"by John Sandford","STORM FRONT","Adult",0
"1898","Harlequin HQN",0,NA,"Kristan Higgins","None",13.64,"9.78E+12",NA,2013-11-17,NA,"by Kristan Higgins","THE PERFECT MATCH","Adult",0
"1899","William Morrow Impulse",0,NA,"J Lynn","None",9.24,"9.78E+12",NA,2013-11-10,NA,"by  J. Lynn","TRUST IN ME","Adult",0
"1900","Forever",0,NA,"Rachel Van Dyken","None",16.33,"9.78E+12",NA,2013-11-10,NA,"by Rachel Van Dyken","THE WAGER","Young Adult",0
"1901","Knopf",0,NA,"Helen Fielding","385350872",4.55,"9.78E+12",NA,2013-11-10,NA,"by Helen Fielding","BRIDGET JONES  MAD ABOUT THE BOY","Teen",0
"1902","Viking",0,"https://www.nytimes.com/2013/09/30/books/elizabeth-gilberts-novel-the-signature-of-all-things.html","Elizabeth Gilbert","None",10.65,"9.78E+12","https://www.nytimes.com/2013/09/29/books/review/elizabeth-gilberts-signature-of-all-things.html",2013-11-03,NA,"by Elizabeth Gilbert","THE SIGNATURE OF ALL THINGS","Adult",0
"1903","Little, Brown",0,"https://www.nytimes.com/2013/10/24/books/eleanor-cattons-luminaries-man-booker-prize-winner.html","Eleanor Catton",NA,11.67,"9.78E+12","https://www.nytimes.com/2013/10/17/books/review/eleanor-cattons-booker-prize-winning-luminaries.html",2013-11-03,NA,"by Eleanor Catton","THE LUMINARIES","Young Adult",0
"1904","Putnam",0,NA,"Stuart Woods",NA,15.47,"9.78E+12",NA,2013-11-03,NA,"by Stuart Woods","DOING HARD TIME","Young Adult",0
"1905","Marian Wood/Putnam",0,NA,"Sue Grafton","1101636459",3.96,"9.78E+12",NA,2013-10-27,NA,"by Sue Grafton","W IS FOR WASTED","Young Adult",0
"1906","Kathleen Brooks",0,NA,"Kathleen Brooks","988210886",8.91,"9.78E+12",NA,2013-10-27,NA,"by Kathleen Brooks","SECRETS COLLIDE","Young Adult",0
"1907","Touchstone",0,NA,"Lee Child","1451684789",15.72,"9.78E+12",NA,2013-10-27,NA,"by Lee Child","INHERIT THE DEAD","Young Adult",0
"1908","Knopf",0,"https://www.nytimes.com/2013/09/20/books/jhumpa-lahiris-new-novel-the-lowland.html","Jhumpa Lahiri","385350406",17.32,"9.78E+12","https://www.nytimes.com/2013/09/29/books/review/jhumpa-lahiris-lowland.html",2013-10-27,NA,"by Jhumpa Lahiri","THE LOWLAND","Young Adult",0
"1909","Center Street",0,NA,"Nelson DeMille","1455576425",10.23,"9.78E+12",NA,2013-10-20,NA,"by Nelson DeMille","THE QUEST","Childhood",0
"1910","Grand Central",0,NA,"Sandra Brown","None",17.95,"9.78E+12",NA,2013-10-20,NA,"by Sandra Brown","DEADLINE","Young Adult",0
"1911","Putnam",0,NA,"J D Robb","None",14.54,"9.78E+12",NA,2013-10-20,NA,"by J. D. Robb","THANKLESS IN DEATH","Teen",0
"1912","Putnam",0,NA,"Catherine Coulter and JT Ellison",NA,2.2,"9.78E+12",NA,2013-10-20,NA,"by Catherine Coulter and J.T. Ellison","THE FINAL CUT","Young Adult",0
"1913","Harlequin HQN",0,NA,"Lori Foster","1460319559",3.2,"9.78E+12",NA,2013-10-13,NA,"by Lori Foster","GETTING ROWDY","Adult",0
"1914","Laree Bailey Press",0,NA,"HM Ward","None",9.32,"9.78E+12",NA,2013-10-13,NA,"by H.M. Ward","THE ARRANGEMENT 10","Young Adult",0
"1915","Jove",0,NA,"JD Robb and others","None",8.33,"9.78E+12",NA,2013-10-13,NA,"by J.D. Robb and others","MIRROR  MIRROR","Adult",0
"1916","Putnam",0,NA,"Clive Cussler and Thomas Perry",NA,12.22,"9.78E+12",NA,2013-10-06,NA,"by Clive Cussler and Thomas Perry","THE MAYAN SECRETS","Young Adult",0
"1917","Penguin",0,NA,"A S A Harrison",NA,12.69,"9.78E+12",NA,2013-09-29,NA,"by A. S. A. Harrison","THE SILENT WIFE","Adult",0
"1918","Gallery",0,NA,"Lisa Renee Jones","1476727244",4.8,"9.78E+12",NA,2013-09-29,NA,"by Lisa Renee Jones","REVEALING US","Teen",0
"1919","Gallery Books",0,NA,"Christina Lauren","None",9.29,"9.78E+12",NA,2013-09-22,NA,"by Christina Lauren","BEAUTIFUL BOMBSHELL","Young Adult",0
"1920","Grand Central Publishing",0,NA,"Sandra Brown","145554647X",12.47,"9.78E+12",NA,2013-09-22,NA,"by Sandra Brown","ENVY","Teen",0
"1921","Delacorte",0,NA,"Lee Child","None",19.02,"9.78E+12",NA,2013-09-22,NA,"by Lee Child","HIGH HEAT","Adult",0
"1922","Forever",0,NA,"Jessica Sorensen","1455582727",18.98,"9.78E+12",NA,2013-09-22,NA,"by Jessica Sorensen","BREAKING NOVA","Childhood",0
"1923","Rachel Van Dyken",0,NA,"Rachel Van Dyken","None",0.5,"9.78E+12",NA,2013-09-15,NA,"by Rachel Van Dyken","RUIN","Young Adult",0
"1924","Indie Six",0,NA,"Elisabeth Naughton and others","988986221",4.81,"9.78E+12",NA,2013-09-15,NA,"by Elisabeth Naughton and others","WICKED FIRSTS","Adult",0
"1925","Harper",0,NA,"Daniel Silva","62073206",15.5,"9.78E+12",NA,2013-09-08,NA,"by Daniel Silva","THE ENGLISH GIRL","Adult",0
"1926","Putnam",0,NA,"Frederick Forsyth",NA,1.84,"9.78E+12",NA,2013-09-08,NA,"by Frederick Forsyth","THE KILL LIST","Childhood",0
"1927","Hugh Howey",0,NA,"Hugh Howey",NA,10.12,"A00B00CYNGPTG",NA,2013-09-08,NA,"by Hugh Howey","DUST","Young Adult",0
"1928","Kristen Ashley",0,NA,"Kristen Ashley","None",2.26,"A00B00E40F64M",NA,2013-09-01,NA,"by Kristen Ashley","ROCK CHICK REVOLUTION","Adult",0
"1929","Little, Brown",0,NA,"James Patterson and Howard Roughan","316211192",16.56,"9.78E+12",NA,2013-09-01,NA,"by James Patterson and Howard Roughan","SECOND HONEYMOON","Adult",0
"1930","Seth Clarke",0,NA,"Jasinda Wilder",NA,17.35,"A00B00DJB6KE2",NA,2013-09-01,NA,"by Jasinda Wilder","STRIPPED","Adult",0
"1931","Emily Bestler/Atria",0,NA,"Brad Thor","1476717117",9.21,"9.78E+12",NA,2013-09-01,NA,"by Brad Thor","HIDDEN ORDER","Young Adult",0
"1932","Algonquin",0,NA,"Irene Zatko","None",3.23,"9.78E+12",NA,2013-08-25,NA,"by Irene Zabytko","THE SKY UNWASHED","Young Adult",0
"1933","Forever",0,NA,"Jessica Sorensen","None",0.06,"9.78E+12",NA,2013-08-25,NA,"by Jessica Sorensen","THE REDEMPTION OF CALLIE AND KAYDEN","Adult",0
"1934","Morrow/HarperCollins",0,NA,"Faye Kellerman","62121774",15.77,"9.78E+12",NA,2013-08-25,NA,"by Faye Kellerman","THE BEAST","Childhood",0
"1935","Little, Brown & Company",0,"https://www.nytimes.com/2012/09/27/books/book-review-the-casual-vacancy-by-j-k-rowling.html","J K Rowling","316228583",13.26,"9.78E+12","https://www.nytimes.com/2012/10/28/books/review/the-casual-vacancy-by-j-k-rowling.html",2013-08-25,NA,"by J. K. Rowling","THE CASUAL VACANCY","Young Adult",0
"1936","Morrow/HarperCollins",0,NA,"Neil Gaiman","None",12.78,"9.78E+12","https://www.nytimes.com/2013/06/30/books/review/neil-gaimans-ocean-at-the-end-of-the-lane.html",2013-08-18,NA,"by Neil Gaiman","THE OCEAN AT THE END OF THE LANE","Childhood",0
"1937","Laree Bailey Press",0,NA,"H M Ward","985547367",8.27,"9.78E+12",NA,2013-08-18,NA,"by H. M. Ward","THE ARRANGEMENT 9  THE FERRO FAMILY","Teen",0
"1938","Grand Central",0,NA,"Sandra Brown","1455546445",14.9,"9.78E+12",NA,2013-08-11,NA,"by Sandra Brown","THE WITNESS","Teen",0
"1939","S.L. Jennings",0,NA,"SL Jennings","None",3.22,"A00B00DYVX8TM",NA,2013-08-11,NA,"by  S.L. Jennings","FEAR OF FALLING","Teen",0
"1940","Knopf",0,"https://www.nytimes.com/2013/06/18/books/carl-hiaasens-bad-monkey-features-a-cast-of-oddballs.html","Carl Hiaasen",NA,1.07,"9.78E+12","https://www.nytimes.com/2013/06/16/books/review/carl-hiaasens-bad-monkey-and-more.html",2013-08-11,NA,"by Carl Hiaasen","BAD MONKEY","Teen",0
"1941","Berkley",0,NA,"Sylvia Day","None",5.12,"9.78E+12",NA,2013-08-04,NA,"by Sylvia Day","ENTWINED WITH YOU","Young Adult",0
"1942","Spencer Hill Contemporary",0,NA,"J Lynn","1939392748",2.78,"9.78E+12",NA,2013-08-04,NA,"by J. Lynn","FRIGID","Teen",0
"1943","Golden Unicorn",0,NA,"J S Scott","1939962013",10.44,"9.78E+12",NA,2013-08-04,NA,"by J. S. Scott","THE BILLIONAIRE S OBSESSION","Teen",0
"1944","Touchstone",0,NA,"J A Jance","1451628706",5.85,"9.78E+12",NA,2013-08-04,NA,"by J. A. Jance","DEADLY STAKES","Teen",0
"1945","J.C. Reed",0,NA,"JC Reed","None",19.86,"A00B00BTJQZNC",NA,2013-07-28,NA,"by J.C. Reed","SURRENDER YOUR LOVE","Young Adult",0
"1946","Laree Bailey",0,NA,"H M Ward","985547340",5.53,"9.78E+12",NA,2013-07-21,NA,"by H. M. Ward","DAMAGED 2","Teen",0
"1947","Vintage",0,NA,"Jo Nesbo",NA,11.49,"9.78E+12",NA,2013-07-21,NA,"by Jo Nesbo","THE BAT","Teen",0
"1948","J.C. Reed",0,NA,"JC Reed","None",12.25,"A00B00D9A2NZ8",NA,2013-07-21,NA,"by  J.C. Reed","CONQUER YOUR LOVE","Teen",0
"1949","Reagan Arthur/Little, Brown",0,NA,"Elin Hilderbrand","316227188",3.27,"9.78E+12",NA,2013-07-21,NA,"by Elin Hilderbrand","BEAUTIFUL DAY","Young Adult",0
"1950","Zebra",0,NA,"Fern Michaels","None",10.28,"9.78E+12",NA,2013-07-14,NA,"by Fern Michaels","GOTCHA ","Young Adult",0
"1951","Avon",0,NA,"Stephanie Laurens","None",19.43,"9.78E+12",NA,2013-07-14,NA,"by Stephanie Laurens","THE TAMING OF RYDER CAVANAUGH","Young Adult",0
"1952","Little, Brown",0,"https://www.nytimes.com/2005/09/29/books/29masl.html","Michael Connelly","759514712",7.81,"9.78E+12","https://www.nytimes.com/2005/10/09/books/review/09crime.html",2013-07-07,NA,"by Michael Connelly","THE LINCOLN LAWYER","Young Adult",0
"1953","Scribner",0,"https://www.nytimes.com/2013/05/30/books/the-silver-star-a-novel-by-jeannette-walls.html","Jeannette Walls",NA,6.61,"9.78E+12","https://www.nytimes.com/2013/06/30/books/review/the-silver-star-by-jeannette-walls.html",2013-07-07,NA,"by Jeannette Walls","THE SILVER STAR","Adult",0
"1954","Simon & Schuster",0,NA,"Lauren Weisberger","1439146950",17.23,"9.78E+12","https://www.nytimes.com/2003/04/13/books/anna-dearest.html",2013-07-07,NA,"by Lauren Weisberger","REVENGE WEARS PRADA","Adult",0
"1955","Threshold Editions",0,NA,"Glenn Beck","1451635834",4.07,"9.78E+12",NA,2013-06-30,NA,"by Glenn Beck","THE EYE OF MOLOCH","Young Adult",0
"1956","Grand Central",0,NA,"Jeffery Deaver","1455517070",15.46,"9.78E+12",NA,2013-06-30,NA,"by Jeffery Deaver","THE KILL ROOM","Young Adult",0
"1957","Little, Brown",0,NA,"James Patterson and Maxine Paetro",NA,2.12,"9.78E+12",NA,2013-06-30,NA,"by James Patterson and Maxine Paetro","12TH OF NEVER","Adult",0
"1958","Putnam",0,NA,"John Sandford","None",11.99,"9.78E+12",NA,2013-06-30,NA,"by John Sandford","SILKEN PREY","Childhood",0
"1959","Harlequin Mira",0,NA,"Sherryl Woods","778314464",5,"9.78E+12",NA,2013-06-23,NA,"by Sherryl Woods","SEA GLASS ISLAND","Childhood",0
"1960","Putnam",0,NA,"Clive Cussler and Graham Brown","None",11.04,"9.78E+12",NA,2013-06-23,NA,"by Clive Cussler and Graham Brown","ZERO HOUR","Young Adult",0
"1961","Bantam",0,NA,"Janet Evanovich and Lee Goldberg","None",19.47,"9.78E+12",NA,2013-06-16,NA,"by Janet Evanovich and Lee Goldberg","PROS AND CONS","Adult",0
"1962","Ace",0,NA,"Charlaine Harris","None",13.51,"9.78E+12",NA,2013-06-16,NA,"by Charlaine Harris","DEAD EVER AFTER","Adult",0
"1963","Harlequin HQN",0,NA,"Susan Mallery","None",16.35,"9.78E+12",NA,2013-06-16,NA,"by Susan Mallery","JUST ONE KISS","Young Adult",0
"1964","Ballantine",0,NA,"Meg Waite Clayton","345507843",16.42,"9.78035E+12",NA,2013-06-09,NA,"by Meg Waite Clayton","THE WEDNESDAY SISTERS","Young Adult",0
"1965","Cassia Leo",0,NA,"Cassia Leo","None",15.39,"A00B00CLXL4HW",NA,2013-06-09,NA,"by Cassia Leo","PIECES OF YOU","Adult",0
"1966","Morrow",0,NA,"Molly McAdams","None",17.8,"9.78006E+12",NA,2013-06-09,NA,"by Molly McAdams","STEALING HARPER","Adult",0
"1967","Grand Central",0,NA,"Sandra Brown","1455546313",11.17,"9.78146E+12",NA,2013-06-09,NA,"by Sandra Brown","FRENCH SILK","Teen",0
"1968","M. Leighton",0,NA,"M Leighton","None",5.42,"A00B00CR6Q5HM",NA,2013-06-02,NA,"by M. Leighton","UNTIL I BREAK","Adult",0
"1969","Grand Central",0,NA,"Nicholas Sparks","446574244",12.23,"9.78045E+12",NA,2013-06-02,NA,"by Nicholas Sparks","SAFE HAVEN","Young Adult",0
"1970","Katy Evans",0,NA,"Katy Evans","None",8.37,"A00B00C9QORFW",NA,2013-05-26,NA,"by Katy Evans","REAL","Adult",0
"1971","Simon & Schuster",0,NA,"Mary Higgins Clark","1451668961",14.44,"9.78145E+12",NA,2013-05-26,NA,"by Mary Higgins Clark","DADDY S GONE A HUNTING","Teen",0
"1972","St. Martin's",0,NA,"Kristin Hannah","None",16.2,"9.78125E+12",NA,2013-05-26,NA,"by Kristin Hannah","FLY AWAY","Young Adult",0
"1973","HQN",0,NA,"Lori Foster","None",11.71,"9.78146E+12",NA,2013-05-19,NA,"by Lori Foster","BARE IT ALL","Adult",0
"1974","Harlequin Mira",0,NA,"Susan Wiggs","None",18.2,"9.78146E+12",NA,2013-05-19,NA,"by Susan Wiggs","THE APPLE ORCHARD","Young Adult",0
"1975","Little, Brown",0,NA,"James Patterson","316097527",11.23,"9.78032E+12",NA,2013-05-12,NA,"by James Patterson","ALEX CROSS  RUN","Adult",0
"1976","Little, Brown",0,"https://www.nytimes.com/2013/03/26/books/life-after-life-a-novel-by-kate-atkinson.html","Kate Atkinson","316230804",17.69,"9.78032E+12","https://www.nytimes.com/2013/04/28/books/review/life-after-life-by-kate-atkinson.html",2013-05-12,NA,"by Kate Atkinson","LIFE AFTER LIFE","Teen",0
"1977","Emily Bestler/Atria",0,NA,"Jodi Picoult","1439149704",16.6,"9.78144E+12",NA,2013-05-12,NA,"by Jodi Picoult","THE STORYTELLER","Young Adult",0
"1978","Random House",0,"https://www.nytimes.com/2013/03/28/books/the-burgess-boys-a-novel-by-elizabeth-strout.html","Elizabeth Strout","812984617",10.16,"9.78081E+12","https://www.nytimes.com/2013/04/28/books/review/the-burgess-boys-by-elizabeth-strout.html",2013-05-12,NA,"by Elizabeth Strout","THE BURGESS BOYS","Young Adult",0
"1979","Oak Press",0,NA,"Bella Andre","None",8.68,"9.78194E+12",NA,2013-03-24,NA,"by Bella Andre","ALWAYS ON MY MIND","Young Adult",0
"1980","Random House Publishing",0,NA,"Lara Adrian","345532619",18.73,"9.78035E+12",NA,2013-03-17,NA,"by Lara Adrian","EDGE OF DAWN","Adult",0
"1981","Random House Publishing",0,NA,"Debbie Macomber","None",12.01,"9.78035E+12",NA,2013-03-17,NA,"by Debbie Macomber","HEARTSONG","Adult",0
"1982","HarperCollins Publishers",0,NA,"John Irving","62235184",6.03,"9.78006E+12","https://www.nytimes.com/1985/05/26/books/guilt-and-compassion.html",2013-03-10,NA,"by John Irving","THE CIDER HOUSE RULES","Teen",0
"1983","Gallery Books",0,NA,"Christina Lauren","None",3.69,"9.78148E+12",NA,2013-03-10,NA,"by Christina Lauren","BEAUTIFUL BASTARD","Teen",0
"1984","Little, Brown & Company",0,NA,"James Patterson and Mark Sullivan",NA,0.65,"9.78032E+12",NA,2013-03-10,NA,"by James Patterson and Mark Sullivan","PRIVATE BERLIN","Adult",0
"1985","Crown Publishing",0,NA,"Herman Koch","None",18.87,"9.78039E+12",NA,2013-03-10,NA,"by Herman Koch","THE DINNER","Young Adult",0
"1986","Lisa Renee Jones",0,NA,"Lisa Renee Jones","None",10.77,"A00B008Y0J9OQ",NA,2013-03-10,NA,"by Lisa Renee Jones","TALL  DARK AND DEADLY","Young Adult",0
"1987","Penguin Group",0,NA,"Robert Crais","None",18.36,"9.7811E+12",NA,2013-03-03,NA,"by Robert Crais","SUSPECT","Adult",0
"1988","Crown Publishing",0,NA,"Taylor Stevens","307717119",12.37,"9.78031E+12",NA,2013-03-03,NA,"by Taylor Stevens","THE INFORMATIONIST","Adult",0
"1989","Random House Publishing",0,"https://www.nytimes.com/2013/01/15/books/tenth-of-december-stories-by-george-saunders.html","George Saunders","812993802",0.7,"9.78081E+12","https://www.nytimes.com/2013/02/03/books/review/tenth-of-december-by-george-saunders.html",2013-03-03,NA,"by George Saunders","TENTH OF DECEMBER","Young Adult",0
"1990","Sapphire Star Publishing",0,NA,"A L Jackson","1938404505",1.57,"9.78194E+12",NA,2013-03-03,NA,"by A. L. Jackson","LOST TO YOU","Childhood",0
